run_id,timestamp,config_id,code_version,dataset_version,question_id,cluster_id,epoch,metric,score,latency_ms,cost_usd,refused
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,1,p_at_5,0.4,13274.000752018765,0.0002373,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,1,r_at_5,1.0,13274.000752018765,0.0002373,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,1,khr,0.75,13274.000752018765,0.0002373,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,1,citation_acc,1.0,13274.000752018765,0.0002373,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,1,p_at_5,0.8,8856.392786023207,0.0003498,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,1,r_at_5,1.0,8856.392786023207,0.0003498,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,1,khr,1.0,8856.392786023207,0.0003498,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,1,citation_acc,1.0,8856.392786023207,0.0003498,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,1,p_at_5,0.4,9242.535995901562,0.00042405,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,1,r_at_5,1.0,9242.535995901562,0.00042405,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,1,khr,1.0,9242.535995901562,0.00042405,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,1,citation_acc,1.0,9242.535995901562,0.00042405,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q004,fastapi_security.md,1,p_at_5,1.0,4322.389247012325,0.00020580000000000002,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q004,fastapi_security.md,1,r_at_5,1.0,4322.389247012325,0.00020580000000000002,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q004,fastapi_security.md,1,khr,1.0,4322.389247012325,0.00020580000000000002,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q004,fastapi_security.md,1,citation_acc,1.0,4322.389247012325,0.00020580000000000002,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,1,p_at_5,1.0,7891.822122968733,0.0003015,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,1,r_at_5,1.0,7891.822122968733,0.0003015,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,1,khr,1.0,7891.822122968733,0.0003015,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,1,citation_acc,1.0,7891.822122968733,0.0003015,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q006,fastapi_dependencies.md,1,p_at_5,0.6,5419.636963983066,0.00028125,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q006,fastapi_dependencies.md,1,r_at_5,1.0,5419.636963983066,0.00028125,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q006,fastapi_dependencies.md,1,khr,1.0,5419.636963983066,0.00028125,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q006,fastapi_dependencies.md,1,citation_acc,1.0,5419.636963983066,0.00028125,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q007,fastapi_pagination.md,1,p_at_5,0.0,3496.670087915845,0.0001536,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q007,fastapi_pagination.md,1,r_at_5,0.0,3496.670087915845,0.0001536,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q007,fastapi_pagination.md,1,khr,0.75,3496.670087915845,0.0001536,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q007,fastapi_pagination.md,1,calculator_correct,1.0,3496.670087915845,0.0001536,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q008,out_of_scope,1,refusal_correct,1.0,9882.058285991661,0.00037065,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q009,out_of_scope,1,refusal_correct,0.0,11155.735288048163,0.00034889999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q010,out_of_scope,1,refusal_correct,1.0,5202.7390350122005,0.00016665,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q011,fastapi_openapi.md,1,p_at_5,0.6,2688.198981108144,0.00017519999999999998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q011,fastapi_openapi.md,1,r_at_5,1.0,2688.198981108144,0.00017519999999999998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q011,fastapi_openapi.md,1,khr,0.6666666666666666,2688.198981108144,0.00017519999999999998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q011,fastapi_openapi.md,1,citation_acc,1.0,2688.198981108144,0.00017519999999999998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q012,fastapi_error_handling.md,1,p_at_5,0.8,6633.935892023146,0.00027885,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q012,fastapi_error_handling.md,1,r_at_5,1.0,6633.935892023146,0.00027885,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q012,fastapi_error_handling.md,1,khr,1.0,6633.935892023146,0.00027885,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q012,fastapi_error_handling.md,1,citation_acc,1.0,6633.935892023146,0.00027885,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q013,fastapi_request_body.md,1,p_at_5,0.6,8067.265819991007,0.00034334999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q013,fastapi_request_body.md,1,r_at_5,1.0,8067.265819991007,0.00034334999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q013,fastapi_request_body.md,1,khr,1.0,8067.265819991007,0.00034334999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q013,fastapi_request_body.md,1,citation_acc,1.0,8067.265819991007,0.00034334999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q014,fastapi_testing.md,1,p_at_5,0.2,9453.421775018796,0.000336,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q014,fastapi_testing.md,1,r_at_5,1.0,9453.421775018796,0.000336,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q014,fastapi_testing.md,1,khr,0.3333333333333333,9453.421775018796,0.000336,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q014,fastapi_testing.md,1,citation_acc,1.0,9453.421775018796,0.000336,False
